,Actual size,Exposure,Maintenance fees,Possession,Age of building,Outdoor space,Price/sqm,Locker,Heating type:,Parking type:,Property type:,Area:,Ensuite laundry:,Parking:,Corp #:,Size:,Show all,Bed,Bath,Parking,price,Broker,MLS Number,address,amenities,included_in_maintenance_fees
0,998,SE,$682.12 ,Tba,19 years old,None,"$5,903 ",Exclusive,Forced Air,Underground,Condo Apt,Agincourt North,Yes,Yes,TSCC-1423,84-93 sqm, details,2+1,2,1,"$549,000 ","SUPERSTARS REALTY LTD., BROKERAGE",E5426295,1916 - 2627 Mccowan Rd,"Car Wash, Gym, Indoor Pool, Party Room, Security System, Tennis Court, Public Transit, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,469,N,$404.36 ,30/Immediate,16 years old,None,"$11,361 ",None,Forced Air,Underground,Condo Apt,Church St. Corridor,Yes,No,TSCC-1653,0-46 sqm, details,1,1,0,"$499,900 ","MILBORNE REAL ESTATE INC., BROKERAGE",C5426538,1310 - 220 Victoria St,"Concierge, Party Room, Rec Room, Rooftop Deck, Visitor Parking, Public Transit, Elevator, Media Room","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,692,W,$600.05 ,Flexible,1 years old,Open Balcony,"$12,500 ",Owned,Forced Air,Underground,Condo Apt,Liberty Village,Yes,Yes,TSCC-2792,65-74 sqm, details,2+1,2,1,"$799,995 ","SUTTON GROUP-ADMIRAL REALTY INC., BROKERAGE",C5426218,3010 - 19 Western Battery Rd,"Catering Kitchen, Concierge, Guest Suites, Gym, Media Room, Outdoor Patio, Party Room, Pool",Water
0,954,NE,$839.11 ,30/Tbd,14 years old,Terrace,"$9,764 ",Owned,Forced Air,Underground,Condo Apt,Roncesvalles,Yes,Yes,TSCC-1899,93-111 sqm, details,1+1,1,1,"$869,000 ","KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",W5426312,101 - 369 Sorauren Ave,"Bike Storage, Gym, Party Room, Rooftop Deck, Security System, Visitor Parking, BBQ Permitted, Pets","Heat, Water, Common Element, Building Insurance"
0,476,N,$417.69 ,Jan 3/Tba,10 years old,Open Balcony,"$14,295 ",None,Forced Air,Underground,Condo Apt,The Core,Yes,No,TSCC-2130,0-46 sqm, details,1,1,0,"$629,000 ","TRADEWORLD REALTY INC, BROKERAGE",C5426170,2506 - 65 Bremner Blvd,"Gym, Guest Suites, Indoor Pool, Party Room, Security Guard, Security System, Beanfield Fibre Available, Business Centre (WiFi)","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,1000-1199,NS,"$1,463.00 ",Tbd,-,Open Balcony,"$9,541 - $11,387",Exclusive,Water,Underground,Co-Op Apt,Rosedale-Moore Park,No,Yes,,93-111 sqm, details,2+1,2,1,"$1,059,000 ","HARVEY KALLES REAL ESTATE LTD., BROKERAGE",C5426318,301 - 40 Glen Rd,"Security System, Visitor Parking","Heat, Water"
0,900,N,$706.01 ,Tba,19 years old,Terrace,"$8,929 ",None,Forced Air,Underground,Condo Townhouse,Willowdale East,Yes,Yes,TSCC-1481,84-93 sqm, details,2+1,2,NA,"$750,000 ","BAY STREET GROUP INC., BROKERAGE",C5426341,1537 - 5 Everson Dr,"BBQ Permitted, Party Room, Rooftop Deck, Visitor Parking, Pets, Public Transit, Meeting Room, Parking Garage","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,1525,N,$967.30 ,Tba,9 years old,Terrace,"$6,337 ",Owned,Forced Air,Underground,Condo Townhouse,Bayview Village,Yes,Yes,TSCC-2231,130-149 sqm, details,2,3,1,"$899,900 ","RIGHT AT HOME REALTY INC., BROKERAGE",C5426327,TH01 - 29 Singer Crt,"Gym, Guest Suites, Pool, Party Room, Visitor Parking, Concierge, Meeting Room, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,668,N,$514.36 ,Tba,6 years old,Open Balcony,"$12,887 ",Owned,Forced Air,Underground,Condo Apt,Yonge-Eglinton,Yes,Yes,TSCC-2459,56-65 sqm, details,2,2,1,"$799,000 ","CAPITAL NORTH REALTY CORPORATION, BROKERAGE",C5426356,717 - 23 Glebe Rd W,"Concierge, Gym, Guest Suites, Rooftop Deck, Visitor Parking, Party Room, BBQ Permitted, Media Room","Heat, Air Conditioning, Common Element, Building Insurance, Parking"
0,1200-1399,NW,$0.54 ,Tbd,New,Enclosed Balcony,"$8,846 - $10,360",None,Forced Air,Underground,Condo Townhouse,Mimico,Yes,Yes,TSCC,111-130 sqm, details,2+1,3,1,"$1,150,000 ","HOMELIFE GALAXY REAL ESTATE LTD., BROKERAGE",W5426426,101 - 251 Manitoba St,"Concierge, Gym, Outdoor Pool, Rooftop Deck, Sauna, Visitor Parking, BBQ Permitted, Dining Room",Heat
0,530,N,$467.82 ,Tbd,18 years old,Open Balcony,"$11,224 ",Owned,Forced Air,Underground,Condo Apt,King West,Yes,Yes,TSCC-1549,46-56 sqm, details,1,1,1,"$550,000 ","ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",C5426419,542 - 250 Wellington St W,"Concierge, Gym, Rooftop Deck, Sauna, Security Guard, Visitor Parking, Public Transit, Party Room","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,554,S,$486.15 ,Immediate,10 years old,Open Balcony,"$12,351 ",None,Forced Air,Underground,Condo Apt,The Core,Yes,No,TSCC-2130,46-56 sqm, details,1+1,1,0,"$629,900 ","ENGEL & VOLKERS TORONTO CENTRAL, BROKERAGE",C5427138,1111 - 65 Bremner Blvd,"Business Centre (WiFi), Concierge, Gym, Indoor Pool, Outdoor Pool, Party Room, Beanfield Fibre Available, FibreStream Internet","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,547,N,$474.00 ,Tba,16 years old,Open Balcony,"$9,802 ",Owned,Forced Air,Underground,Condo Apt,Bendale,Yes,Yes,TSCC-1721,46-56 sqm, details,1,1,1,"$499,900 ","FOREST HILL REAL ESTATE INC., BROKERAGE",E5426427,#2606 - 60 Brian Harrison Way,"Concierge, Gym, Indoor Pool, Media Room, Rec Room, Sauna, Public Transit, Party Room","Water, Air Conditioning, Common Element, Heat, Building Insurance, Parking"
0,1200-1399,E,$482.00 ,60 Days/Tba,45 years old,Open Balcony,"$5,600 - $6,559",None,Forced Air,Garage,Condo Townhouse,Glenfield-Jane Heights,Yes,2,YCC-282,111-130 sqm, details,3,2,2,"$728,000 ","HOMELIFE PARTNERS REALTY CORP., BROKERAGE",W5428725,44 San Marinoway Way,"BBQ Permitted, Parking Garage, Visitor Parking","Water, Cable TV"
0,822,E,$697.84 ,Immediate,10 years old,Open Balcony,"$10,066 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2194,74-84 sqm, details,2,2,1,"$765,000 ","HOMELIFE/CIMERMAN REAL ESTATE LIMITED, BROKERAGE",W5427510,507 - 15 Legion Rd,"Rooftop Deck, Concierge, Party Room, Visitor Parking, Guest Suites, Meeting Room, Parking Garage, Pet Restriction","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,640,NE,$571.31 ,60/90,-,Juliet Balcony,"$10,168 ",Exclusive,Baseboard,Owned,Condo Apt,The Waterfront,No,Yes,YCC-510,56-65 sqm, details,1,1,NA,"$599,900 ","RIGHT AT HOME REALTY INC., BROKERAGE",C5426521,2407 - 65 Harbour Sq,"Concierge, Gym, Guest Suites, Party Room, Rooftop Deck, Visitor Parking","Heat, Water, Hydro, Cable TV"
0,747,NE,$521.11 ,Immediate,4 years old,Open Balcony,"$9,638 ",Owned,Forced Air,Underground,Condo Apt,Yorkdale | Glen Park,Yes,Yes,TSCC-2581,65-74 sqm, details,2,2,1,"$665,000 ","EVEREST REALTY LTD., BROKERAGE",W5426152,1104 - 830 Lawrence Ave W,"Concierge, Guest Suites, Gym, Indoor Pool, Security System, Visitor Parking, Party Room, BBQ Permitted","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,1263,SW,"$1,065.96 ",Immediate/Tba,24 years old,Open Balcony,"$10,512 ",Exclusive,Heat Pump,Underground,Condo Apt,St. Lawrence,Yes,2,MTCC-1170,111-130 sqm, details,3,2,2,"$1,229,900 ","ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",C5426413,2005 - 7 King St E,"Concierge, Gym, Party Room, Rooftop Deck, Parking Garage, Pet Restriction, Sauna, Security Guard","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,603,W,$663.38 ,30-60 Days/Tbd,21 years old,Open Balcony,"$10,355 ",Owned,Forced Air,Underground,Condo Apt,Mount Pleasant West,Yes,Yes,MTCC-1311,56-65 sqm, details,1,1,NA,"$579,900 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",C5426445,701 - 35 Merton St,"Gym, Party Room, Sauna, Security System, Visitor Parking, Public Transit, Parking Garage, Pet Restriction","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,695,W,$538.94 ,Immediate,14 years old,Open Balcony,"$11,385 ",Owned,Heat Pump,Underground,Condo Apt,The Core,Yes,Yes,TSCC-1888,56-65 sqm, details,1+1,1,1,"$740,000 ","HOMELIFE LANDMARK REALTY INC., BROKERAGE",C5425747,1716 - 111 Elizabeth St,"Concierge, Gym, Indoor Pool, Party Room, Rooftop Deck, Visitor Parking, Guest Suites, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,550,N,$260.20 ,Asap 30 Days,11 years old,Open Balcony,"$8,667 ",None,Forced Air,Underground,Condo Apt,CityPlace,Yes,No,TSCC-2090,0-46 sqm, details,Studio,1,0,"$442,000 ","HARVEY KALLES REAL ESTATE LTD., BROKERAGE",C5425850,219 - 8 Telegram Mews,"Concierge, Games Room, Guest Suites, Gym, Outdoor Pool, Visitor Parking, BBQ Permitted, Beanfield Fibre Available","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,888,SW,$649.00 ,90-120/Tbd,15 years old,None,"$11,584 ",Owned,Forced Air,Underground,Condo Apt,Fort York,Yes,Yes,TSCC-1789,74-84 sqm, details,1+1,1,1,"$949,900 ","RE/MAX WEST REALTY INC., BROKERAGE",C5426439,329 - 637 Lake Shore Blvd W,"BBQ Permitted, Concierge, Gym, Media Room, Party Room, Sauna, Visitor Parking, Pets","Water, Common Element, Building Insurance, Air Conditioning, Heat, Parking"
0,608,E,$449.57 ,Tba,4 years old,Open Balcony,"$10,696 ",None,Forced Air,Underground,Condo Apt,Yorkdale | Glen Park,Yes,Yes,TSCC-2595,56-65 sqm, details,1+1,1,1,"$599,000 ","NULAND REALTY INC., BROKERAGE",W5426495,501 - 16 Mcadam Ave,"Gym, Media Room, Party Room, Security Guard, Visitor Parking, Rooftop Deck, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,619,SW,$564.00 ,Flexible,10 years old,Open Balcony,"$12,067 ",Owned,Forced Air,Underground,Condo Apt,Queen West,Yes,Yes,TSCC-2150,56-65 sqm, details,1+1,1,NA,"$699,888 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",C5426262,703 - 126 Simcoe St,"Concierge, Guest Suites, Pool, Party Room, Rooftop Deck, Security Guard, FibreStream Internet, Meeting Room","Heat, Water, Common Element, Building Insurance, Parking, Air Conditioning"
0,549,SW,$479.00 ,2022-01-01 0:00,7 years old,Enclosed Balcony,"$11,745 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2408,56-65 sqm, details,1,1,NA,"$599,000 ","TRADE ONE REALTY INC., BROKERAGE",W5426393,1407 - 80 Marine Parade Dr,"Rooftop Deck, Concierge, Public Transit, Party Room, Visitor Parking, Car Wash, Elevator, Guest Suites","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,4238,NE,"$6,884.00 ",Tba,13 years old,Terrace,"$25,076 ",Owned,Heat Pump,Underground,Condo Apt,Yorkville,Yes,2,TSCC-1920,372-395 sqm, details,3,3,2,"$9,880,000 ","RE/MAX REALTRON BARRY COHEN HOMES INC., BROKERAGE",C5426543,602 - 118 Yorkville Ave,"Concierge, Gym, Indoor Pool, Security System, Visitor Parking, BBQ Permitted, Car Wash, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,900-999,NE,$705.00 ,Immediate,11 years old,Open Balcony,"$8,386 - $9,285",None,Forced Air,Underground,Condo Apt,York University Heights,Yes,2,TSCC-2121,84-93 sqm, details,2+1,2,2,"$779,900 ","PROPERTY TRADING REALTY SERVICES CORP., BROKERAGE",W5426469,PH02 - 55 De Boers Dr,"Concierge, Guest Suites, Gym, Indoor Pool, Party Room, Visitor Parking, FibreStream Internet, Media Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,600-699,SW,$383.00 ,Mar-22,-,Open Balcony,"$10,231 - $11,875",Owned,Forced Air,Underground,Condo Apt,Downsview | Roding | CFB,Yes,Yes,,56-65 sqm, details,1+1,2,1,"$665,000 ","REXIG REALTY INVESTMENT GROUP LTD., BROKERAGE",W5426556,502 - 2995 Keele St,"Concierge, Gym, Party Room, Rooftop Deck, Meeting Room, Visitor Parking",Water
0,825,N,$856.84 ,Immed./Tba,34 years old,None,"$8,440 ",Owned,Fan Coil,Underground,Condo Apt,Bay St. Corridor,Yes,Yes,MTCC-734,84-93 sqm, details,2+1,1,1,"$649,900 ","ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",C5426088,1101 - 1055 Bay St,"Concierge, Gym, Party Room, Rooftop Deck, Squash Court, Visitor Parking, Public Transit, Parking Garage","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,750,N,"$1,156.77 ",Tba,22 years old,None,"$9,271 ",Owned,Forced Air,Underground,Condo Apt,Forest Hill South,Yes,Yes,MTCC-1249,65-74 sqm, details,2,1,1,"$649,000 ","HOMELIFE/CIMERMAN REAL ESTATE LIMITED, BROKERAGE",C5428268,301 - 800 Spadina Rd,"Gym, Rooftop Deck, Security System, Visitor Parking, Pets, Public Transit, Parking Garage","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,824,S,$639.70 ,45 Days,8 years old,Open Balcony,"$11,662 ",Owned,Fan Coil,Underground,Condo Apt,Mimico,Yes,2,TSCC-2288,74-84 sqm, details,2,2,NA,"$898,000 ","ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",W5426947,1707 - 90 Park Lawn Rd,"Concierge, Gym, Guest Suites, Indoor Pool, Outdoor Pool, Visitor Parking, Pets, Rooftop Deck","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1019,SE,$692.09 ,30/60/T.B.A,10 years old,Open Balcony,"$6,832 ",Owned,Forced Air,Underground,Condo Apt,Bendale,Yes,Yes,TSCC-2190,93-111 sqm, details,2,2,1,"$649,000 ","NU STREAM REALTY (TORONTO) INC., BROKERAGE",E5428106,2605 - 25 Town Centre Crt,"Concierge, Guest Suites, Gym, Indoor Pool, Party Room, Visitor Parking, Rooftop Deck, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,560,N,$504.52 ,Immediate,18 years old,Open Balcony,"$12,306 ",None,Forced Air,Underground,Condo Apt,The Waterfront,Yes,Yes,TSCC-1536,46-56 sqm, details,1,1,1,"$639,900 ","SLATE REALTY INC., BROKERAGE",C5428270,1926 - 230 Queens Quay W,"Concierge, Gym, Indoor Pool, Security Guard, Visitor Parking, Public Transit, Elevator, Guest Suites","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,767,NW,$633.42 ,30 Days/T.B.A,23 years old,Open Balcony,"$7,028 ",Owned,Heat Pump,Underground,Condo Apt,Thorncliffe Park,Yes,Yes,MTCC-1213,65-74 sqm, details,1,1,1,"$499,000 ","ROYAL LEPAGE/J & D DIVISION, BROKERAGE",C5428278,307 - 1 Leaside Park Dr,"Bike Storage, Car Wash, Gym, Party Room, Visitor Parking, Public Transit, Elevator, Meeting Room","Water, Common Element, Building Insurance, Parking"
0,726,NE,$615.36 ,Immed,1 years old,Open Balcony,"$10,446 ",Owned,Heat Pump,Underground,Condo Apt,Dufferin Grove,Yes,Yes,TSCC-2761,74-84 sqm, details,2,1,NA,"$699,900 ","KELLER WILLIAMS ENERGY REAL ESTATE, BROKERAGE",C5428447,502 - 138 St.Helens Ave,"BBQ Permitted, Gym, Party Room, Rooftop Deck, Elevator, Media Room, Parking Garage, Pet Restriction","Air Conditioning, Common Element, Heat, Building Insurance, Water"
0,900-999,N,$440.48 ,Immed.,New,Enclosed Balcony,"$6,773 - $7,499",None,Forced Air,Underground,Condo Apt,West Hill,Yes,Yes,TSCC-2875,84-93 sqm, details,2+1,2,1,"$629,900 ","ROYAL LEPAGE ESTATE REALTY, BROKERAGE",E5427976,114 - 1 Falaise Rd,"Bike Storage, Gym, Party Room, Visitor Parking","Heat, Water"
0,800-899,NE,$758.00 ,Flexible,19 years old,Open Balcony,"$8,917 - $10,122",Exclusive,Heat Pump,Underground,Comm Element Condo,Lawrence Park North,Yes,Yes,TSCC-1444,74-84 sqm, details,2,2,NA,"$749,000 ","BOSLEY REAL ESTATE LTD., BROKERAGE",C5429508,305 - 55 Lorindale Ave E,"Gym, Party Room, Visitor Parking, Public Transit, Elevator, Meeting Room, Parking Garage, Pet Restriction","Heat, Water, Common Element, Building Insurance"
0,794,S,$646.27 ,Immediate,5 years old,Open Balcony,"$9,446 ",None,Forced Air,NA,Condo Apt,Church St. Corridor,Yes,No,TSCC-2514,74-84 sqm, details,2,2,0,"$699,000 ","ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",C5429484,401 - 159 Dundas St E,"Rooftop Deck, Concierge, Party Room, Visitor Parking, BBQ Permitted, Bike Storage, Media Room, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,800-899,W,$636.31 ,Flex,26 years old,Terrace,"$9,512 - $10,797",None,Forced Air,Underground,Condo Townhouse,Annex - U of T,Yes,Yes,MTCC-1095,74-84 sqm, details,2,1,1,"$799,000 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",C5428303,TH8 - 217 St George St,"Visitor Parking, Pets, BBQ Permitted, Parking Garage, Security System","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,901,N,$794.94 ,Jan/Tba,16 years old,Open Balcony,"$8,319 ",Owned,Forced Air,Underground,Condo Apt,Banbury | Don Mills,Yes,Yes,TSCC-1696,74-84 sqm, details,2,2,1,"$698,800 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",C5428321,PH10 - 205 The Donway W,"Concierge, Gym, Indoor Pool, Party Room, Sauna, Visitor Parking, Rooftop Deck, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,480,SE,$287.01 ,Immediate,0 years old,Open Balcony,"$13,778 ",None,Forced Air,NA,Condo Apt,Church St. Corridor,Yes,No,TSCC-2840,0-46 sqm, details,1,1,0,"$620,000 ","RE/MAX REALTRON REALTY INC., BROKERAGE",C5428348,2503 - 77 Mutual St,"Bike Storage, Concierge, Guest Suites, Gym, Party Room, Security System, Yoga Studio, Business Centre (WiFi)","Common Element, Building Insurance, Water"
0,828,SW,$744.33 ,Immediate,7 years old,Open Balcony,"$7,986 ",Owned,Forced Air,Underground,Condo Apt,Islington | City Centre West,Yes,Yes,TSCC-2353,74-84 sqm, details,1+1,1,1,"$614,900 ","RIGHT AT HOME REALTY INC., BROKERAGE",W5428280,909 - 5101 Dundas St W,"Concierge, Gym, Guest Suites, Party Room, Visitor Parking, Public Transit, Elevator, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,700-799,SE,$309.26 ,Immediate,New,Juliet Balcony,"$8,770 - $9,985",Exclusive,Forced Air,Underground,Condo Apt,West Hill,Yes,Yes,TSCC-2875,65-74 sqm, details,1+1,2,1,"$649,000 ","RE/MAX COMMUNITY REALTY INC., BROKERAGE",E5428277,423 - 1 Falaise Rd,"Gym, Party Room, Security System, Visitor Parking",Water
0,957,SW,$703.85 ,Tbd,10 years old,Terrace,"$9,539 ",None,Forced Air,Underground,Condo Townhouse,St. James Town,Yes,Yes,TSCC-2123,84-93 sqm, details,2+1,2,1,"$849,000 ","RIGHT AT HOME REALTY INC., BROKERAGE",C5428332,107 - 150 Homewood Ave,"Concierge, Gym, Party Room, Sauna, Security Guard, Visitor Parking, Guest Suites, Meeting Room","Heat, Water, Common Element, Air Conditioning, Building Insurance, Parking"
0,586,W,$420.90 ,Immediate,6 years old,None,"$10,889 ",Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,No,TSCC-2421,46-56 sqm, details,1,1,0,"$588,000 ","ROYAL LEPAGE NEW CONCEPT, BROKERAGE",C5428341,818 - 386 Yonge St,"Concierge, Gym, Guest Suites, Party Room, Rooftop Deck, Beanfield Fibre Available, Media Room, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,782,N,$580.11 ,45 Days/Tbd,23 years old,None,"$10,958 ",Owned,Radiant,Owned,Condo Apt,South Riverdale | Leslieville,Yes,Yes,MTCC-1208,74-84 sqm, details,1,1,1,"$799,900 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",E5428056,205 - 245 Carlaw Ave,"Bike Storage, Party Room, Beanfield Fibre Available, Elevator, Meeting Room, Pets, Public Transit, Security System","Heat, Water, Common Element, Building Insurance, Parking"
0,1095,SE,$937.29 ,2022-01-01 0:00,30 years old,None,"$5,783 ",Owned,Forced Air,Underground,Condo Apt,Guildwood,Yes,Yes,MTCC-978,93-111 sqm, details,2,2,1,"$589,900 ","RE/MAX ACE REALTY INC., BROKERAGE",E5428839,504 - 90 Dale Ave,"Car Wash, Gym, Indoor Pool, Party Room, Sauna, Visitor Parking, Parking Garage, Pet Restriction","Heat, Water, Hydro, Air Conditioning, Common Element, Parking, Building Insurance"
0,1808,NE,"$1,315.79 ",Tbd,44 years old,Terrace,"$3,304 ",Exclusive,Forced Air,Underground,Condo Apt,L'Amoreaux,Yes,Yes,YCC-308,111-130 sqm, details,2,2,1,"$555,000 ","ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",E5428210,1001 - 40 Chichester Pl,"Outdoor Pool, Security System, Visitor Parking, Parking Garage, Pet Restriction, Sauna, Rec Room","Heat, Water, Cable TV, Air Conditioning, Common Element, Hydro, Building Insurance, Parking"
0,797,S,$740.01 ,Immediate/Tba,17 years old,None,"$10,269 ",Owned,Forced Air,Underground,Condo Apt,Church St. Corridor,Yes,Yes,TSCC-1611,74-84 sqm, details,1,2,1,"$759,900 ","ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",C5429653,1805 - 210 Victoria St,"Concierge, Guest Suites, Gym, Party Room, Rooftop Deck, Elevator, Meeting Room, Parking Garage","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,726,SW,$506.97 ,45-60Tba,8 years old,Terrace,"$11,925 ",Owned,Forced Air,Underground,Condo Apt,Liberty Village,Yes,Yes,TSCC-2296,65-74 sqm, details,1,1,1,"$799,000 ","CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",C5428373,PH10 - 5 Hanna Ave,"BBQ Permitted, Concierge, Gym, Party Room, Visitor Parking, Beanfield Fibre Available, Media Room, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,5000,S,"$6,150.00 ",Tba,16 years old,Terrace,NA,Owned,Heat Pump,Underground,Condo Apt,Mimico,Yes,4,TSCC-1659,+465 sqm, details,5,6,4,"$4,288,000 ","SAM MCDADI REAL ESTATE INC., BROKERAGE",W5429643,101/102 - 2095 Lake Shore Blvd,"BBQ Permitted, Concierge, Guest Suites, Gym, Pool, Sauna, Rooftop Deck, Public Transit","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,3250-3499,S,"$3,653.18 ",Tbs,16 years old,Terrace,"$8,578 - $9,232",Owned,Heat Pump,Underground,Condo Apt,Mimico,Yes,2,TSCC-1659,302-325 sqm, details,2+1,5,2,"$2,788,000 ","SAM MCDADI REAL ESTATE INC., BROKERAGE",W5429646,101 - 2095 Lake Shore Blvd,"BBQ Permitted, Concierge, Guest Suites, Gym, Pool, Sauna, Rooftop Deck, Public Transit","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
